Age,RiskTolerance,InvestmentHorizon,Equity%,Bond%,VTI%,VB%,VEA%,VSS%,VWO%,BND%,BNDX%
76,high,long,44,56,19.5,4.9,10.7,2.5,6.3,33.6,22.4
77,low,short,13,87,5.8,1.4,3.2,0.7,1.9,52.2,34.8
77,low,medium,23,77,10.2,2.6,5.6,1.3,3.3,46.2,30.8
77,low,long,28,72,12.4,3.1,6.8,1.6,4.0,43.2,28.8
77,moderate,short,23,77,10.2,2.6,5.6,1.3,3.3,46.2,30.8
77,moderate,medium,33,67,14.7,3.7,8.1,1.8,4.8,40.2,26.8
77,moderate,long,38,62,16.9,4.2,9.3,2.1,5.5,37.2,24.8
77,high,short,28,72,12.4,3.1,6.8,1.6,4.0,43.2,28.8
77,high,medium,38,62,16.9,4.2,9.3,2.1,5.5,37.2,24.8
77,high,long,43,57,19.1,4.8,10.5,2.4,6.2,34.2,22.8
78,low,short,12,88,5.3,1.3,2.9,0.7,1.7,52.8,35.2
78,low,medium,22,78,9.8,2.4,5.4,1.2,3.2,46.8,31.2
78,low,long,27,73,12.0,3.0,6.6,1.5,3.9,43.8,29.2
78,moderate,short,22,78,9.8,2.4,5.4,1.2,3.2,46.8,31.2
78,moderate,medium,32,68,14.2,3.6,7.8,1.8,4.6,40.8,27.2
78,moderate,long,37,63,16.4,4.1,9.0,2.1,5.3,37.8,25.2
78,high,short,27,73,12.0,3.0,6.6,1.5,3.9,43.8,29.2
78,high,medium,37,63,16.4,4.1,9.0,2.1,5.3,37.8,25.2
78,high,long,42,58,18.6,4.7,10.2,2.4,6.0,34.8,23.2
79,low,short,11,89,4.9,1.2,2.7,0.6,1.6,53.4,35.6
79,low,medium,21,79,9.3,2.3,5.1,1.2,3.0,47.4,31.6
79,low,long,26,74,11.5,2.9,6.3,1.5,3.7,44.4,29.6
79,moderate,short,21,79,9.3,2.3,5.1,1.2,3.0,47.4,31.6
79,moderate,medium,31,69,13.8,3.4,7.6,1.7,4.5,41.4,27.6
79,moderate,long,36,64,16.0,4.0,8.8,2.0,5.2,38.4,25.6
79,high,short,26,74,11.5,2.9,6.3,1.5,3.7,44.4,29.6
79,high,medium,36,64,16.0,4.0,8.8,2.0,5.2,38.4,25.6
79,high,long,41,59,18.2,4.6,10.0,2.3,5.9,35.4,23.6
80,low,short,10,90,4.4,1.1,2.4,0.6,1.4,54.0,36.0
80,low,medium,20,80,8.9,2.2,4.9,1.1,2.9,48.0,32.0
80,low,long,25,75,11.1,2.8,6.1,1.4,3.6,45.0,30.0
80,moderate,short,20,80,8.9,2.2,4.9,1.1,2.9,48.0,32.0
80,moderate,medium,30,70,13.3,3.3,7.3,1.7,4.3,42.0,28.0
80,moderate,long,35,65,15.5,3.9,8.5,2.0,5.0,39.0,26.0
80,high,short,25,75,11.1,2.8,6.1,1.4,3.6,45.0,30.0
80,high,medium,35,65,15.5,3.9,8.5,2.0,5.0,39.0,26.0
80,high,long,40,60,17.8,4.4,9.8,2.2,5.8,36.0,24.0
81,low,short,9,91,4.0,1.0,2.2,0.5,1.3,54.6,36.4
81,low,medium,19,81,8.4,2.1,4.6,1.1,2.7,48.6,32.4
81,low,long,24,76,10.7,2.7,5.9,1.3,3.5,45.6,30.4
81,moderate,short,19,81,8.4,2.1,4.6,1.1,2.7,48.6,32.4
81,moderate,medium,29,71,12.9,3.2,7.1,1.6,4.2,42.6,28.4
81,moderate,long,34,66,15.1,3.8,8.3,1.9,4.9,39.6,26.4
81,high,short,24,76,10.7,2.7,5.9,1.3,3.5,45.6,30.4
81,high,medium,34,66,15.1,3.8,8.3,1.9,4.9,39.6,26.4
81,high,long,39,61,17.3,4.3,9.5,2.2,5.6,36.6,24.4
82,low,short,8,92,3.6,0.9,2.0,0.4,1.2,55.2,36.8
82,low,medium,18,82,8.0,2.0,4.4,1.0,2.6,49.2,32.8
82,low,long,23,77,10.2,2.6,5.6,1.3,3.3,46.2,30.8
82,moderate,short,18,82,8.0,2.0,4.4,1.0,2.6,49.2,32.8
82,moderate,medium,28,72,12.4,3.1,6.8,1.6,4.0,43.2,28.8
82,moderate,long,33,67,14.7,3.7,8.1,1.8,4.8,40.2,26.8
82,high,short,23,77,10.2,2.6,5.6,1.3,3.3,46.2,30.8
82,high,medium,33,67,14.7,3.7,8.1,1.8,4.8,40.2,26.8
82,high,long,38,62,16.9,4.2,9.3,2.1,5.5,37.2,24.8
83,low,short,7,93,3.1,0.8,1.7,0.4,1.0,55.8,37.2
83,low,medium,17,83,7.5,1.9,4.1,1.0,2.4,49.8,33.2
83,low,long,22,78,9.8,2.4,5.4,1.2,3.2,46.8,31.2
83,moderate,short,17,83,7.5,1.9,4.1,1.0,2.4,49.8,33.2
83,moderate,medium,27,73,12.0,3.0,6.6,1.5,3.9,43.8,29.2
83,moderate,long,32,68,14.2,3.6,7.8,1.8,4.6,40.8,27.2
83,high,short,22,78,9.8,2.4,5.4,1.2,3.2,46.8,31.2
83,high,medium,32,68,14.2,3.6,7.8,1.8,4.6,40.8,27.2
83,high,long,37,63,16.4,4.1,9.0,2.1,5.3,37.8,25.2
84,low,short,6,94,2.7,0.7,1.5,0.3,0.9,56.4,37.6
84,low,medium,16,84,7.1,1.8,3.9,0.9,2.3,50.4,33.6
84,low,long,21,79,9.3,2.3,5.1,1.2,3.0,47.4,31.6
84,moderate,short,16,84,7.1,1.8,3.9,0.9,2.3,50.4,33.6
84,moderate,medium,26,74,11.5,2.9,6.3,1.5,3.7,44.4,29.6
84,moderate,long,31,69,13.8,3.4,7.6,1.7,4.5,41.4,27.6
84,high,short,21,79,9.3,2.3,5.1,1.2,3.0,47.4,31.6
84,high,medium,31,69,13.8,3.4,7.6,1.7,4.5,41.4,27.6
84,high,long,36,64,16.0,4.0,8.8,2.0,5.2,38.4,25.6
85,low,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
85,low,medium,15,85,6.7,1.7,3.7,0.8,2.2,51.0,34.0
85,low,long,20,80,8.9,2.2,4.9,1.1,2.9,48.0,32.0
85,moderate,short,15,85,6.7,1.7,3.7,0.8,2.2,51.0,34.0
85,moderate,medium,25,75,11.1,2.8,6.1,1.4,3.6,45.0,30.0
85,moderate,long,30,70,13.3,3.3,7.3,1.7,4.3,42.0,28.0
85,high,short,20,80,8.9,2.2,4.9,1.1,2.9,48.0,32.0
85,high,medium,30,70,13.3,3.3,7.3,1.7,4.3,42.0,28.0
85,high,long,35,65,15.5,3.9,8.5,2.0,5.0,39.0,26.0
86,low,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
86,low,medium,14,86,6.2,1.6,3.4,0.8,2.0,51.6,34.4
86,low,long,19,81,8.4,2.1,4.6,1.1,2.7,48.6,32.4
86,moderate,short,14,86,6.2,1.6,3.4,0.8,2.0,51.6,34.4
86,moderate,medium,24,76,10.7,2.7,5.9,1.3,3.5,45.6,30.4
86,moderate,long,29,71,12.9,3.2,7.1,1.6,4.2,42.6,28.4
86,high,short,19,81,8.4,2.1,4.6,1.1,2.7,48.6,32.4
86,high,medium,29,71,12.9,3.2,7.1,1.6,4.2,42.6,28.4
86,high,long,34,66,15.1,3.8,8.3,1.9,4.9,39.6,26.4
87,low,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
87,low,medium,13,87,5.8,1.4,3.2,0.7,1.9,52.2,34.8
87,low,long,18,82,8.0,2.0,4.4,1.0,2.6,49.2,32.8
87,moderate,short,13,87,5.8,1.4,3.2,0.7,1.9,52.2,34.8
87,moderate,medium,23,77,10.2,2.6,5.6,1.3,3.3,46.2,30.8
87,moderate,long,28,72,12.4,3.1,6.8,1.6,4.0,43.2,28.8
87,high,short,18,82,8.0,2.0,4.4,1.0,2.6,49.2,32.8
87,high,medium,28,72,12.4,3.1,6.8,1.6,4.0,43.2,28.8
87,high,long,33,67,14.7,3.7,8.1,1.8,4.8,40.2,26.8
88,low,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
88,low,medium,12,88,5.3,1.3,2.9,0.7,1.7,52.8,35.2
88,low,long,17,83,7.5,1.9,4.1,1.0,2.4,49.8,33.2
88,moderate,short,12,88,5.3,1.3,2.9,0.7,1.7,52.8,35.2
88,moderate,medium,22,78,9.8,2.4,5.4,1.2,3.2,46.8,31.2
88,moderate,long,27,73,12.0,3.0,6.6,1.5,3.9,43.8,29.2
88,high,short,17,83,7.5,1.9,4.1,1.0,2.4,49.8,33.2
88,high,medium,27,73,12.0,3.0,6.6,1.5,3.9,43.8,29.2
88,high,long,32,68,14.2,3.6,7.8,1.8,4.6,40.8,27.2
89,low,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
89,low,medium,11,89,4.9,1.2,2.7,0.6,1.6,53.4,35.6
89,low,long,16,84,7.1,1.8,3.9,0.9,2.3,50.4,33.6
89,moderate,short,11,89,4.9,1.2,2.7,0.6,1.6,53.4,35.6
89,moderate,medium,21,79,9.3,2.3,5.1,1.2,3.0,47.4,31.6
89,moderate,long,26,74,11.5,2.9,6.3,1.5,3.7,44.4,29.6
89,high,short,16,84,7.1,1.8,3.9,0.9,2.3,50.4,33.6
89,high,medium,26,74,11.5,2.9,6.3,1.5,3.7,44.4,29.6
89,high,long,31,69,13.8,3.4,7.6,1.7,4.5,41.4,27.6
90,low,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
90,low,medium,10,90,4.4,1.1,2.4,0.6,1.4,54.0,36.0
90,low,long,15,85,6.7,1.7,3.7,0.8,2.2,51.0,34.0
90,moderate,short,10,90,4.4,1.1,2.4,0.6,1.4,54.0,36.0
90,moderate,medium,20,80,8.9,2.2,4.9,1.1,2.9,48.0,32.0
90,moderate,long,25,75,11.1,2.8,6.1,1.4,3.6,45.0,30.0
90,high,short,15,85,6.7,1.7,3.7,0.8,2.2,51.0,34.0
90,high,medium,25,75,11.1,2.8,6.1,1.4,3.6,45.0,30.0
90,high,long,30,70,13.3,3.3,7.3,1.7,4.3,42.0,28.0
91,low,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
91,low,medium,9,91,4.0,1.0,2.2,0.5,1.3,54.6,36.4
91,low,long,14,86,6.2,1.6,3.4,0.8,2.0,51.6,34.4
91,moderate,short,9,91,4.0,1.0,2.2,0.5,1.3,54.6,36.4
91,moderate,medium,19,81,8.4,2.1,4.6,1.1,2.7,48.6,32.4
91,moderate,long,24,76,10.7,2.7,5.9,1.3,3.5,45.6,30.4
91,high,short,14,86,6.2,1.6,3.4,0.8,2.0,51.6,34.4
91,high,medium,24,76,10.7,2.7,5.9,1.3,3.5,45.6,30.4
91,high,long,29,71,12.9,3.2,7.1,1.6,4.2,42.6,28.4
92,low,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
92,low,medium,8,92,3.6,0.9,2.0,0.4,1.2,55.2,36.8
92,low,long,13,87,5.8,1.4,3.2,0.7,1.9,52.2,34.8
92,moderate,short,8,92,3.6,0.9,2.0,0.4,1.2,55.2,36.8
92,moderate,medium,18,82,8.0,2.0,4.4,1.0,2.6,49.2,32.8
92,moderate,long,23,77,10.2,2.6,5.6,1.3,3.3,46.2,30.8
92,high,short,13,87,5.8,1.4,3.2,0.7,1.9,52.2,34.8
92,high,medium,23,77,10.2,2.6,5.6,1.3,3.3,46.2,30.8
92,high,long,28,72,12.4,3.1,6.8,1.6,4.0,43.2,28.8
93,low,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
93,low,medium,7,93,3.1,0.8,1.7,0.4,1.0,55.8,37.2
93,low,long,12,88,5.3,1.3,2.9,0.7,1.7,52.8,35.2
93,moderate,short,7,93,3.1,0.8,1.7,0.4,1.0,55.8,37.2
93,moderate,medium,17,83,7.5,1.9,4.1,1.0,2.4,49.8,33.2
93,moderate,long,22,78,9.8,2.4,5.4,1.2,3.2,46.8,31.2
93,high,short,12,88,5.3,1.3,2.9,0.7,1.7,52.8,35.2
93,high,medium,22,78,9.8,2.4,5.4,1.2,3.2,46.8,31.2
93,high,long,27,73,12.0,3.0,6.6,1.5,3.9,43.8,29.2
94,low,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
94,low,medium,6,94,2.7,0.7,1.5,0.3,0.9,56.4,37.6
94,low,long,11,89,4.9,1.2,2.7,0.6,1.6,53.4,35.6
94,moderate,short,6,94,2.7,0.7,1.5,0.3,0.9,56.4,37.6
94,moderate,medium,16,84,7.1,1.8,3.9,0.9,2.3,50.4,33.6
94,moderate,long,21,79,9.3,2.3,5.1,1.2,3.0,47.4,31.6
94,high,short,11,89,4.9,1.2,2.7,0.6,1.6,53.4,35.6
94,high,medium,21,79,9.3,2.3,5.1,1.2,3.0,47.4,31.6
94,high,long,26,74,11.5,2.9,6.3,1.5,3.7,44.4,29.6
95,low,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
95,low,medium,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
95,low,long,10,90,4.4,1.1,2.4,0.6,1.4,54.0,36.0
95,moderate,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
95,moderate,medium,15,85,6.7,1.7,3.7,0.8,2.2,51.0,34.0
95,moderate,long,20,80,8.9,2.2,4.9,1.1,2.9,48.0,32.0
95,high,short,10,90,4.4,1.1,2.4,0.6,1.4,54.0,36.0
95,high,medium,20,80,8.9,2.2,4.9,1.1,2.9,48.0,32.0
95,high,long,25,75,11.1,2.8,6.1,1.4,3.6,45.0,30.0
96,low,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
96,low,medium,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
96,low,long,9,91,4.0,1.0,2.2,0.5,1.3,54.6,36.4
96,moderate,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
96,moderate,medium,14,86,6.2,1.6,3.4,0.8,2.0,51.6,34.4
96,moderate,long,19,81,8.4,2.1,4.6,1.1,2.7,48.6,32.4
96,high,short,9,91,4.0,1.0,2.2,0.5,1.3,54.6,36.4
96,high,medium,19,81,8.4,2.1,4.6,1.1,2.7,48.6,32.4
96,high,long,24,76,10.7,2.7,5.9,1.3,3.5,45.6,30.4
97,low,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
97,low,medium,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
97,low,long,8,92,3.6,0.9,2.0,0.4,1.2,55.2,36.8
97,moderate,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
97,moderate,medium,13,87,5.8,1.4,3.2,0.7,1.9,52.2,34.8
97,moderate,long,18,82,8.0,2.0,4.4,1.0,2.6,49.2,32.8
97,high,short,8,92,3.6,0.9,2.0,0.4,1.2,55.2,36.8
97,high,medium,18,82,8.0,2.0,4.4,1.0,2.6,49.2,32.8
97,high,long,23,77,10.2,2.6,5.6,1.3,3.3,46.2,30.8
98,low,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
98,low,medium,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
98,low,long,7,93,3.1,0.8,1.7,0.4,1.0,55.8,37.2
98,moderate,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
98,moderate,medium,12,88,5.3,1.3,2.9,0.7,1.7,52.8,35.2
98,moderate,long,17,83,7.5,1.9,4.1,1.0,2.4,49.8,33.2
98,high,short,7,93,3.1,0.8,1.7,0.4,1.0,55.8,37.2
98,high,medium,17,83,7.5,1.9,4.1,1.0,2.4,49.8,33.2
98,high,long,22,78,9.8,2.4,5.4,1.2,3.2,46.8,31.2
99,low,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
99,low,medium,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
99,low,long,6,94,2.7,0.7,1.5,0.3,0.9,56.4,37.6
99,moderate,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
99,moderate,medium,11,89,4.9,1.2,2.7,0.6,1.6,53.4,35.6
99,moderate,long,16,84,7.1,1.8,3.9,0.9,2.3,50.4,33.6
99,high,short,6,94,2.7,0.7,1.5,0.3,0.9,56.4,37.6
99,high,medium,16,84,7.1,1.8,3.9,0.9,2.3,50.4,33.6
99,high,long,21,79,9.3,2.3,5.1,1.2,3.0,47.4,31.6
100,low,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
100,low,medium,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
100,low,long,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
100,moderate,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
100,moderate,medium,10,90,4.4,1.1,2.4,0.6,1.4,54.0,36.0
100,moderate,long,15,85,6.7,1.7,3.7,0.8,2.2,51.0,34.0
100,high,short,5,95,2.2,0.6,1.2,0.3,0.7,57.0,38.0
100,high,medium,15,85,6.7,1.7,3.7,0.8,2.2,51.0,34.0
100,high,long,20,80,8.9,2.2,4.9,1.1,2.9,48.0,32.0
